,Data,Category,State,Year,St_Abbr,Location,Group,Population,Geometry,Total
732,21.0,Binge Drinking,Iowa,2022,IA,Poweshiek,Health Risk Behaviors,18467,POINT (-92.5320731116848 41.6861148866249),3804
733,18.0,Binge Drinking,Kansas,2022,KS,Ellsworth,Health Risk Behaviors,6355,POINT (-98.2046890800915 38.6968067575173),1137
734,19.0,Binge Drinking,Iowa,2022,IA,Wapello,Health Risk Behaviors,35043,POINT (-92.4094863136049 41.0305745817301),6588
735,20.0,Binge Drinking,Iowa,2022,IA,Fayette,Health Risk Behaviors,19294,POINT (-91.8443939227799 42.8626436322626),3955
736,17.0,Binge Drinking,Kansas,2022,KS,Meade,Health Risk Behaviors,3897,POINT (-100.365566748715 37.2382604022196),658
737,17.0,Binge Drinking,Indiana,2022,IN,Vanderburgh,Health Risk Behaviors,179744,POINT (-87.5857564542311 38.0253644973075),30196
738,17.0,Binge Drinking,Indiana,2022,IN,Ripley,Health Risk Behaviors,29087,POINT (-85.2622648746429 39.1035416058739),4857
739,19.0,Binge Drinking,Iowa,2022,IA,Clarke,Health Risk Behaviors,9692,POINT (-93.7852072342098 41.0289111078125),1880
740,16.0,Binge Drinking,Kansas,2022,KS,Gove,Health Risk Behaviors,2717,POINT (-100.482943577373 38.9158732062786),432
741,26.0,Binge Drinking,Iowa,2022,IA,Johnson,Health Risk Behaviors,156420,POINT (-91.5877414061848 41.6715310242667),40199
742,15.0,Binge Drinking,Indiana,2022,IN,Owen,Health Risk Behaviors,21482,POINT (-86.8374277565603 39.3128490832372),3136
743,16.0,Binge Drinking,Indiana,2022,IN,Hendricks,Health Risk Behaviors,182534,POINT (-86.5099930674506 39.7695155217637),29205
744,16.0,Binge Drinking,Indiana,2022,IN,Ohio,Health Risk Behaviors,6114,POINT (-84.9654176397488 38.9500282087554),953
745,16.0,Binge Drinking,Indiana,2022,IN,Hancock,Health Risk Behaviors,83070,POINT (-85.7732724399987 39.8234613757197),13374
746,20.0,Binge Drinking,Iowa,2022,IA,Crawford,Health Risk Behaviors,16123,POINT (-95.3820210456667 42.0372542394508),3256
747,15.0,Binge Drinking,Indiana,2022,IN,Washington,Health Risk Behaviors,28224,POINT (-86.1051677230078 38.5998424246535),4233
748,21.0,Binge Drinking,Iowa,2022,IA,Jones,Health Risk Behaviors,20848,POINT (-91.1315346507594 42.1211945179195),4378
749,16.0,Binge Drinking,Kansas,2022,KS,Bourbon,Health Risk Behaviors,14493,POINT (-94.8497424122093 37.8551496676803),2333
750,15.0,Binge Drinking,Indiana,2022,IN,Martin,Health Risk Behaviors,9803,POINT (-86.8031709408232 38.7077721857342),1509
751,16.0,Binge Drinking,Indiana,2022,IN,Posey,Health Risk Behaviors,25063,POINT (-87.8686531082596 38.0219288739824),4135
752,21.0,Binge Drinking,Iowa,2022,IA,Jasper,Health Risk Behaviors,37938,POINT (-93.0543946498338 41.6862728176212),7929
753,19.0,Binge Drinking,Iowa,2022,IA,Des Moines,Health Risk Behaviors,38293,POINT (-91.1815785241532 40.9228727510382),7313
754,16.0,Binge Drinking,Kansas,2022,KS,Harvey,Health Risk Behaviors,33801,POINT (-97.4272616589025 38.0431104082728),5340
755,20.0,Binge Drinking,Iowa,2022,IA,Hamilton,Health Risk Behaviors,14820,POINT (-93.7067801073882 42.3838402278869),3008
756,16.0,Binge Drinking,Kansas,2022,KS,Clark,Health Risk Behaviors,1933,POINT (-99.8196192691957 37.2354754028938),313
757,18.0,Binge Drinking,Indiana,2022,IN,Marion,Health Risk Behaviors,969466,POINT (-86.1384364601328 39.7816993858149),174503
758,20.0,Binge Drinking,Iowa,2022,IA,Clayton,Health Risk Behaviors,17027,POINT (-91.341363137786 42.8446965174081),3337
759,16.0,Binge Drinking,Indiana,2022,IN,Newton,Health Risk Behaviors,13823,POINT (-87.3976361121008 40.9560211312151),2184
760,18.0,Binge Drinking,Kansas,2022,KS,Jefferson,Health Risk Behaviors,18344,POINT (-95.3833179151463 39.2355119930343),3375
761,16.0,Binge Drinking,Indiana,2022,IN,Gibson,Health Risk Behaviors,32993,POINT (-87.58529744602 38.3115891747454),5443
762,20.0,Binge Drinking,Iowa,2022,IA,Tama,Health Risk Behaviors,16903,POINT (-92.5325291369623 42.0798241878133),3363
763,17.0,Binge Drinking,Kansas,2022,KS,Logan,Health Risk Behaviors,2705,POINT (-101.148475037654 38.9173580577205),454
764,20.0,Binge Drinking,Kansas,2022,KS,Douglas,Health Risk Behaviors,119964,POINT (-95.2923657307524 38.8846878796519),23992
765,24.0,Binge Drinking,Iowa,2022,IA,Dallas,Health Risk Behaviors,108016,POINT (-94.0396540325165 41.6848036594408),26139
766,16.0,Binge Drinking,Indiana,2022,IN,Warren,Health Risk Behaviors,8461,POINT (-87.3534829538668 40.346975973543),1336
767,21.0,Binge Drinking,Iowa,2022,IA,Linn,Health Risk Behaviors,229033,POINT (-91.5991322352261 42.0789014925625),49013
768,17.0,Binge Drinking,Indiana,2022,IN,Putnam,Health Risk Behaviors,37301,POINT (-86.8449281371974 39.6662001889294),6453
769,16.0,Binge Drinking,Kansas,2022,KS,Coffey,Health Risk Behaviors,8280,POINT (-95.734075635778 38.2367806739877),1357
770,15.0,Binge Drinking,Indiana,2022,IN,Vigo,Health Risk Behaviors,106006,POINT (-87.3896586546696 39.4308217583187),16324
771,16.0,Binge Drinking,Indiana,2022,IN,White,Health Risk Behaviors,24598,POINT (-86.8651715868803 40.7497485532469),3960
772,20.0,Binge Drinking,Iowa,2022,IA,Cherokee,Health Risk Behaviors,11491,POINT (-95.6236610082518 42.7353668341086),2332
773,22.0,Binge Drinking,Iowa,2022,IA,Iowa,Health Risk Behaviors,16475,POINT (-92.0651878097029 41.6862406700397),3542
774,20.0,Binge Drinking,Iowa,2022,IA,Kossuth,Health Risk Behaviors,14475,POINT (-94.2068095566049 43.2042144437295),2822
775,15.0,Binge Drinking,Indiana,2022,IN,Howard,Health Risk Behaviors,83574,POINT (-86.1168990827682 40.4836015178062),12201
776,20.0,Binge Drinking,Iowa,2022,IA,Decatur,Health Risk Behaviors,7683,POINT (-93.7863886411411 40.7375938894214),1528
777,18.0,Binge Drinking,Kansas,2022,KS,Dickinson,Health Risk Behaviors,18430,POINT (-97.1528563755695 38.8662720239337),3298
778,22.0,Binge Drinking,Iowa,2022,IA,Bremer,Health Risk Behaviors,25259,POINT (-92.3180439106681 42.7746111390875),5531
779,16.0,Binge Drinking,Kansas,2022,KS,Cloud,Health Risk Behaviors,8946,POINT (-97.6491868302205 39.4802813599437),1476
780,19.0,Binge Drinking,Iowa,2022,IA,Allamakee,Health Risk Behaviors,13960,POINT (-91.3777429842755 43.2841355075637),2680
781,16.0,Binge Drinking,Indiana,2022,IN,Sullivan,Health Risk Behaviors,20670,POINT (-87.4139985670225 39.0890540078366),3369
782,15.0,Binge Drinking,Indiana,2022,IN,Orange,Health Risk Behaviors,19623,POINT (-86.4951451585754 38.5416818190055),2982
783,24.0,Binge Drinking,Iowa,2022,IA,Story,Health Risk Behaviors,99673,POINT (-93.46507271122 42.0362299275331),23821
784,20.0,Binge Drinking,Iowa,2022,IA,Taylor,Health Risk Behaviors,5858,POINT (-94.6961245719566 40.7374382816597),1183
785,20.0,Binge Drinking,Iowa,2022,IA,Chickasaw,Health Risk Behaviors,11716,POINT (-92.3176408168561 43.0600924885266),2401
786,17.0,Binge Drinking,Indiana,2022,IN,Hamilton,Health Risk Behaviors,364921,POINT (-86.0519949848072 40.0724731399412),63131
787,15.0,Binge Drinking,Indiana,2022,IN,Jackson,Health Risk Behaviors,46300,POINT (-86.0375748165794 38.906408168232),6898
788,19.0,Binge Drinking,Kansas,2022,KS,Butler,Health Risk Behaviors,68240,POINT (-96.8390701129954 37.7811727404014),12897
789,18.0,Binge Drinking,Iowa,2022,IA,Jefferson,Health Risk Behaviors,15698,POINT (-91.9487990147713 41.0318442951922),2888
790,20.0,Binge Drinking,Iowa,2022,IA,Union,Health Risk Behaviors,11887,POINT (-94.2424322979002 41.0277362645631),2401
791,16.0,Binge Drinking,Indiana,2022,IN,Parke,Health Risk Behaviors,16369,POINT (-87.2066045625594 39.7736299143198),2569
792,20.0,Binge Drinking,Iowa,2022,IA,Adams,Health Risk Behaviors,3611,POINT (-94.6992691532001 41.0289653438326),714
793,15.0,Binge Drinking,Indiana,2022,IN,Wabash,Health Risk Behaviors,30828,POINT (-85.7939718654264 40.8457345000907),4685
794,16.0,Binge Drinking,Kansas,2022,KS,Cherokee,Health Risk Behaviors,19088,POINT (-94.8462023880387 37.1693093631989),2977
795,22.0,Binge Drinking,Iowa,2022,IA,Sioux,Health Risk Behaviors,36050,POINT (-96.1778115096581 43.0825131009623),7822
796,21.0,Binge Drinking,Iowa,2022,IA,Mitchell,Health Risk Behaviors,10532,POINT (-92.788873921648 43.3563415799349),2190
797,21.0,Binge Drinking,Iowa,2022,IA,Delaware,Health Risk Behaviors,17568,POINT (-91.3670993505697 42.471259321315),3759
798,16.0,Binge Drinking,Indiana,2022,IN,Miami,Health Risk Behaviors,35674,POINT (-86.045101263622 40.7694967091827),5672
799,15.0,Binge Drinking,Indiana,2022,IN,Jay,Health Risk Behaviors,20198,POINT (-85.0057727309693 40.4379561738952),3090
800,15.0,Binge Drinking,Indiana,2022,IN,Lake,Health Risk Behaviors,499689,POINT (-87.3820486032242 41.4171965042664),75453
801,18.0,Binge Drinking,Indiana,2022,IN,Harrison,Health Risk Behaviors,39851,POINT (-86.1116122931218 38.1954032875338),7093
802,16.0,Binge Drinking,Indiana,2022,IN,Porter,Health Risk Behaviors,174791,POINT (-87.0674513182353 41.4608374022855),27791
803,21.0,Binge Drinking,Iowa,2022,IA,Scott,Health Risk Behaviors,173924,POINT (-90.6229482200086 41.6371214525029),37045
804,16.0,Binge Drinking,Kansas,2022,KS,Comanche,Health Risk Behaviors,1681,POINT (-99.2713364764272 37.1911879051911),274
805,19.0,Binge Drinking,Iowa,2022,IA,Appanoose,Health Risk Behaviors,12094,POINT (-92.8685276330916 40.7431944324704),2285
806,15.0,Binge Drinking,Indiana,2022,IN,Lawrence,Health Risk Behaviors,45222,POINT (-86.4831953393558 38.8410413548548),6918
807,17.0,Binge Drinking,Kansas,2022,KS,McPherson,Health Risk Behaviors,30012,POINT (-97.6478291852598 38.3916615433825),5102
808,16.0,Binge Drinking,Indiana,2022,IN,Switzerland,Health Risk Behaviors,10006,POINT (-85.0369356650096 38.8262289144782),1580
809,20.0,Binge Drinking,Iowa,2022,IA,Franklin,Health Risk Behaviors,9916,POINT (-93.2625161834423 42.7325751156083),1943
810,21.0,Binge Drinking,Iowa,2022,IA,Henry,Health Risk Behaviors,20196,POINT (-91.5444699002879 40.9877792482402),4321
811,16.0,Binge Drinking,Indiana,2022,IN,Perry,Health Risk Behaviors,19183,POINT (-86.6381199530206 38.079509981274),3126
812,20.0,Binge Drinking,Iowa,2022,IA,Adair,Health Risk Behaviors,7494,POINT (-94.4708898643576 41.3307390565959),1498
813,18.0,Binge Drinking,Kansas,2022,KS,Crawford,Health Risk Behaviors,39078,POINT (-94.8517833125424 37.5072682724121),7034
814,15.0,Binge Drinking,Indiana,2022,IN,Jefferson,Health Risk Behaviors,32946,POINT (-85.4384424424472 38.785587057779),4974
815,15.0,Binge Drinking,Indiana,2022,IN,Rush,Health Risk Behaviors,16673,POINT (-85.4657626743102 39.6200897065716),2534
816,20.0,Binge Drinking,Iowa,2022,IA,Humboldt,Health Risk Behaviors,9572,POINT (-94.2072855563124 42.7764316376836),1885
817,20.0,Binge Drinking,Iowa,2022,IA,Keokuk,Health Risk Behaviors,9904,POINT (-92.1783229392789 41.3364935048397),2000
818,23.0,Binge Drinking,Iowa,2022,IA,Plymouth,Health Risk Behaviors,25681,POINT (-96.2141312816604 42.7377983230567),5803
819,22.0,Binge Drinking,Iowa,2022,IA,Madison,Health Risk Behaviors,17036,POINT (-94.0155228853862 41.3307393125207),3799
820,17.0,Binge Drinking,Kansas,2022,KS,Grant,Health Risk Behaviors,7197,POINT (-101.30797577292 37.5622733577485),1252
821,15.0,Binge Drinking,Kansas,2022,KS,Cheyenne,Health Risk Behaviors,2583,POINT (-101.731862459351 39.7858054662886),397
822,21.0,Binge Drinking,Iowa,2022,IA,Monroe,Health Risk Behaviors,7550,POINT (-92.8690276978932 41.0298685379331),1615
823,20.0,Binge Drinking,Iowa,2022,IA,Shelby,Health Risk Behaviors,11645,POINT (-95.310088943124 41.6851018395571),2363
824,20.0,Binge Drinking,Iowa,2022,IA,Butler,Health Risk Behaviors,14269,POINT (-92.7901998363377 42.7315884100093),2868
825,14.0,Binge Drinking,Kansas,2022,KS,Chautauqua,Health Risk Behaviors,3415,POINT (-96.2453754320248 37.1499822099907),491
826,16.0,Binge Drinking,Kansas,2022,KS,Hodgeman,Health Risk Behaviors,1755,POINT (-99.8982155444157 38.087845788985),275
827,16.0,Binge Drinking,Kansas,2022,KS,Greeley,Health Risk Behaviors,1223,POINT (-101.806029395666 38.4807817939021),201
828,21.0,Binge Drinking,Iowa,2022,IA,Washington,Health Risk Behaviors,22571,POINT (-91.7173635643124 41.3355141430586),4762
829,17.0,Binge Drinking,Kansas,2022,KS,Hamilton,Health Risk Behaviors,2430,POINT (-101.79157686823 37.9991796979017),420
830,21.0,Binge Drinking,Iowa,2022,IA,Marshall,Health Risk Behaviors,39879,POINT (-92.998918907373 42.0358562892841),8215
831,15.0,Binge Drinking,Indiana,2022,IN,Tipton,Health Risk Behaviors,15361,POINT (-86.0518728213484 40.311346847119),2334
832,16.0,Binge Drinking,Indiana,2022,IN,Greene,Health Risk Behaviors,31006,POINT (-86.9620535060412 39.0363946257394),4805
833,16.0,Binge Drinking,Indiana,2022,IN,Montgomery,Health Risk Behaviors,38273,POINT (-86.8933418094608 40.0403856714469),6315
834,21.0,Binge Drinking,Iowa,2022,IA,Emmet,Health Risk Behaviors,9176,POINT (-94.6785048089548 43.3778884439615),1899
835,21.0,Binge Drinking,Iowa,2022,IA,Howard,Health Risk Behaviors,9533,POINT (-92.3171182025825 43.356772932656),1992
836,22.0,Binge Drinking,Iowa,2022,IA,Boone,Health Risk Behaviors,26609,POINT (-93.9315830366559 42.03649567412),5880
837,16.0,Binge Drinking,Kansas,2022,KS,Lyon,Health Risk Behaviors,31898,POINT (-96.1526455965195 38.4558714343787),5263
838,20.0,Binge Drinking,Iowa,2022,IA,Hancock,Health Risk Behaviors,10685,POINT (-93.7343499073562 43.0818360710642),2137
839,16.0,Binge Drinking,Indiana,2022,IN,LaPorte,Health Risk Behaviors,111675,POINT (-86.7401420264398 41.5460206478626),17309
840,23.0,Binge Drinking,Iowa,2022,IA,Woodbury,Health Risk Behaviors,105671,POINT (-96.0445183541311 42.3895564783896),24198
841,22.0,Binge Drinking,Iowa,2022,IA,Lyon,Health Risk Behaviors,12179,POINT (-96.2101821121479 43.3806078140642),2691
842,21.0,Binge Drinking,Iowa,2022,IA,Harrison,Health Risk Behaviors,14658,POINT (-95.8167226043331 41.6829636707622),3078
843,19.0,Binge Drinking,Iowa,2022,IA,Osceola,Health Risk Behaviors,6036,POINT (-95.6239316219737 43.3786794224727),1164
844,16.0,Binge Drinking,Kansas,2022,KS,Anderson,Health Risk Behaviors,7776,POINT (-95.2933688726568 38.2141931918467),1236
845,15.0,Binge Drinking,Indiana,2022,IN,Scott,Health Risk Behaviors,24588,POINT (-85.7470610792329 38.6857746467527),3761
846,15.0,Binge Drinking,Kansas,2022,KS,Decatur,Health Risk Behaviors,2689,POINT (-100.4593927499 39.7846903901936),392
847,16.0,Binge Drinking,Kansas,2022,KS,Allen,Health Risk Behaviors,12579,POINT (-95.3017112327545 37.8857027458086),2000
848,16.0,Binge Drinking,Kansas,2022,KS,Haskell,Health Risk Behaviors,3576,POINT (-100.871073802866 37.5620393895921),586
849,16.0,Binge Drinking,Kansas,2022,KS,Marion,Health Risk Behaviors,11868,POINT (-97.0970463098724 38.3590216150399),1875
850,18.0,Binge Drinking,Kansas,2022,KS,Johnson,Health Risk Behaviors,619195,POINT (-94.8224767307195 38.8837274899277),112693
851,20.0,Binge Drinking,Iowa,2022,IA,O'Brien,Health Risk Behaviors,14060,POINT (-95.6249570490171 43.0836626065609),2783
852,16.0,Binge Drinking,Indiana,2022,IN,Jasper,Health Risk Behaviors,33281,POINT (-87.1160051742917 41.0230925834005),5458
853,19.0,Binge Drinking,Kansas,2022,KS,Geary,Health Risk Behaviors,35691,POINT (-96.7526296992155 39.002145809178),6888
854,17.0,Binge Drinking,Kansas,2022,KS,Finney,Health Risk Behaviors,37650,POINT (-100.737646065991 38.0440536110276),6287
855,19.0,Binge Drinking,Iowa,2022,IA,Cass,Health Risk Behaviors,13104,POINT (-94.9277453706317 41.3314807501606),2502
856,21.0,Binge Drinking,Iowa,2022,IA,Calhoun,Health Risk Behaviors,9725,POINT (-94.640451820039 42.3852630941622),2022
857,18.0,Binge Drinking,Indiana,2022,IN,Monroe,Health Risk Behaviors,139745,POINT (-86.523228001631 39.1608320398439),24874
858,16.0,Binge Drinking,Indiana,2022,IN,Union,Health Risk Behaviors,6952,POINT (-84.9248945899903 39.6253310156947),1077
859,18.0,Binge Drinking,Kansas,2022,KS,Gray,Health Risk Behaviors,5729,POINT (-100.437963131755 37.7385173809525),1042
860,16.0,Binge Drinking,Kansas,2022,KS,Chase,Health Risk Behaviors,2548,POINT (-96.5940239039533 38.302043810592),405
861,17.0,Binge Drinking,Indiana,2022,IN,LaGrange,Health Risk Behaviors,40866,POINT (-85.4265637705832 41.6425933289659),7110
862,22.0,Binge Drinking,Iowa,2022,IA,Grundy,Health Risk Behaviors,12356,POINT (-92.7914478589169 42.4018595971534),2780
863,22.0,Binge Drinking,Iowa,2022,IA,Benton,Health Risk Behaviors,25711,POINT (-92.0656245633104 42.0802644562112),5784
864,19.0,Binge Drinking,Iowa,2022,IA,Cerro Gordo,Health Risk Behaviors,42409,POINT (-93.2607681251857 43.0815719982404),8184
865,16.0,Binge Drinking,Kansas,2022,KS,Edwards,Health Risk Behaviors,2739,POINT (-99.3119785939095 37.8877100264783),443
866,16.0,Binge Drinking,Kansas,2022,KS,Franklin,Health Risk Behaviors,25992,POINT (-95.2859733704337 38.5644034171056),4262
867,19.0,Binge Drinking,Iowa,2022,IA,Monona,Health Risk Behaviors,8486,POINT (-95.959786390742 42.0515364416231),1612
868,22.0,Binge Drinking,Iowa,2022,IA,Palo Alto,Health Risk Behaviors,8764,POINT (-94.6782083305063 43.0820387033705),1884
869,19.0,Binge Drinking,Iowa,2022,IA,Lucas,Health Risk Behaviors,8689,POINT (-93.3278006376647 41.0294821577346),1676
870,20.0,Binge Drinking,Iowa,2022,IA,Pocahontas,Health Risk Behaviors,7053,POINT (-94.6785238954199 42.7342435564067),1396
871,17.0,Binge Drinking,Kansas,2022,KS,Cowley,Health Risk Behaviors,34453,POINT (-96.8377428241915 37.2377203761023),5822
872,16.0,Binge Drinking,Kansas,2022,KS,Marshall,Health Risk Behaviors,9982,POINT (-96.5228530334659 39.7835675484083),1547
873,25.0,Binge Drinking,Iowa,2022,IA,Buchanan,Health Risk Behaviors,20714,POINT (-91.8374750492687 42.4709698505337),5095
874,19.0,Binge Drinking,Iowa,2022,IA,Buena Vista,Health Risk Behaviors,20600,POINT (-95.1507914429993 42.7354705889811),3872
875,16.0,Binge Drinking,Kansas,2022,KS,Lane,Health Risk Behaviors,1556,POINT (-100.46607537017 38.4811944728281),253
876,15.0,Binge Drinking,Indiana,2022,IN,Randolph,Health Risk Behaviors,24437,POINT (-85.0113636481771 40.1576285167494),3714
877,20.0,Binge Drinking,Iowa,2022,IA,Fremont,Health Risk Behaviors,6464,POINT (-95.6047023421803 40.7455695629106),1292
878,16.0,Binge Drinking,Kansas,2022,KS,Kearny,Health Risk Behaviors,3855,POINT (-101.320392299611 38.0002497291465),612
879,19.0,Binge Drinking,Indiana,2022,IN,Tippecanoe,Health Risk Behaviors,188717,POINT (-86.8940552546538 40.3886239103306),35290
880,15.0,Binge Drinking,Indiana,2022,IN,Vermillion,Health Risk Behaviors,15451,POINT (-87.4640232421522 39.8540417175235),2286
881,15.0,Binge Drinking,Kansas,2022,KS,Barber,Health Risk Behaviors,4122,POINT (-98.6848141558495 37.2289283040021),622
882,20.0,Binge Drinking,Iowa,2022,IA,Floyd,Health Risk Behaviors,15337,POINT (-92.7890145579798 43.05993845493),3021
883,20.0,Binge Drinking,Iowa,2022,IA,Wayne,Health Risk Behaviors,6467,POINT (-93.3274398578025 40.7395430082683),1267
884,16.0,Binge Drinking,Indiana,2022,IN,Henry,Health Risk Behaviors,48915,POINT (-85.3964926671803 39.9310913829344),7875
885,22.0,Binge Drinking,Iowa,2022,IA,Polk,Health Risk Behaviors,501089,POINT (-93.573526118271 41.6854989182508),111742
886,22.0,Binge Drinking,Iowa,2022,IA,Pottawattamie,Health Risk Behaviors,93173,POINT (-95.5427335544974 41.3365745528696),20311
887,16.0,Binge Drinking,Kansas,2022,KS,Kingman,Health Risk Behaviors,7193,POINT (-98.1363740803927 37.5589239415057),1165
888,14.0,Binge Drinking,Indiana,2022,IN,Madison,Health Risk Behaviors,131744,POINT (-85.7193168581081 40.1617332769841),18971
889,14.0,Binge Drinking,Kansas,2022,KS,Elk,Health Risk Behaviors,2441,POINT (-96.243708914227 37.4533832396967),346
890,19.0,Binge Drinking,Iowa,2022,IA,Montgomery,Health Risk Behaviors,10205,POINT (-95.1563922387492 41.0301848465775),1969
891,17.0,Binge Drinking,Kansas,2022,KS,Jackson,Health Risk Behaviors,13286,POINT (-95.7936987430142 39.4167647961796),2271
892,15.0,Binge Drinking,Indiana,2022,IN,Starke,Health Risk Behaviors,23258,POINT (-86.6477599855735 41.2809061260175),3558
